ID,Size,Maze Type,Orientation,Agent Type,Symmetry,Density,Dead Ends,Solution Path Length,Average Episodes
11x31_AB_2,"(11, 31)",AldousBroder,Vertical,Q-Explorer,0.15,0.56,20,32,212
11x31_AB_3,"(11, 31)",AldousBroder,Vertical,Q-Determinative,0.11,0.56,22,44,185
11x31_AB_3,"(11, 31)",AldousBroder,Vertical,Q-Student,0.11,0.56,22,44,106
11x31_AB_3,"(11, 31)",AldousBroder,Vertical,Q-Explorer,0.11,0.56,22,44,331
11x31_BT_1,"(11, 31)",BinaryTree,Vertical,Q-Determinative,0.11,0.57,24,14,35
11x31_BT_1,"(11, 31)",BinaryTree,Vertical,Q-Student,0.11,0.57,24,14,19
11x31_BT_1,"(11, 31)",BinaryTree,Vertical,Q-Explorer,0.11,0.57,24,14,75
11x31_BT_2,"(11, 31)",BinaryTree,Vertical,Q-Determinative,0.11,0.57,24,16,42
11x31_BT_2,"(11, 31)",BinaryTree,Vertical,Q-Student,0.11,0.57,24,16,22
11x31_BT_2,"(11, 31)",BinaryTree,Vertical,Q-Explorer,0.11,0.57,24,16,119
11x31_BT_3,"(11, 31)",BinaryTree,Vertical,Q-Determinative,0.11,0.57,23,8,3026
11x31_BT_3,"(11, 31)",BinaryTree,Vertical,Q-Student,0.11,0.57,23,20,88
11x31_BT_3,"(11, 31)",BinaryTree,Vertical,Q-Explorer,0.11,0.57,23,12,2216
11x31_DFS_1,"(11, 31)",DFS,Vertical,Q-Determinative,0.11,0.56,8,84,1106
11x31_DFS_1,"(11, 31)",DFS,Vertical,Q-Student,0.11,0.56,8,84,798
11x31_DFS_1,"(11, 31)",DFS,Vertical,Q-Explorer,0.11,0.56,8,84,749
11x31_DFS_2,"(11, 31)",DFS,Vertical,Q-Determinative,0.11,0.56,11,90,931
11x31_DFS_2,"(11, 31)",DFS,Vertical,Q-Student,0.11,0.56,11,90,1184
11x31_DFS_2,"(11, 31)",DFS,Vertical,Q-Explorer,0.11,0.56,11,90,2301
11x31_DFS_3,"(11, 31)",DFS,Vertical,Q-Determinative,0.11,0.56,9,28,123
11x31_DFS_3,"(11, 31)",DFS,Vertical,Q-Student,0.11,0.56,9,28,44
11x31_DFS_3,"(11, 31)",DFS,Vertical,Q-Explorer,0.11,0.56,9,28,216
13x11_AB_1,"(13, 11)",AldousBroder,Horizontal,Q-Determinative,0.12,0.59,7,12,31
13x11_AB_1,"(13, 11)",AldousBroder,Horizontal,Q-Student,0.12,0.59,7,12,14
13x11_AB_1,"(13, 11)",AldousBroder,Horizontal,Q-Explorer,0.12,0.59,7,12,81
13x11_AB_2,"(13, 11)",AldousBroder,Horizontal,Q-Determinative,0.12,0.59,10,18,72
13x11_AB_2,"(13, 11)",AldousBroder,Horizontal,Q-Student,0.12,0.59,10,18,22
13x11_AB_2,"(13, 11)",AldousBroder,Horizontal,Q-Explorer,0.12,0.59,10,18,141
13x11_AB_3,"(13, 11)",AldousBroder,Horizontal,Q-Determinative,0.12,0.59,8,20,70
13x11_AB_3,"(13, 11)",AldousBroder,Horizontal,Q-Student,0.12,0.59,8,20,34
13x11_AB_3,"(13, 11)",AldousBroder,Horizontal,Q-Explorer,0.12,0.59,8,20,153
13x11_BT_1,"(13, 11)",BinaryTree,Horizontal,Q-Determinative,0.24,0.59,13,6,9
13x11_BT_1,"(13, 11)",BinaryTree,Horizontal,Q-Student,0.24,0.59,13,6,6
13x11_BT_1,"(13, 11)",BinaryTree,Horizontal,Q-Explorer,0.24,0.59,13,6,25
13x11_BT_2,"(13, 11)",BinaryTree,Horizontal,Q-Determinative,0.16,0.59,7,10,23
13x11_BT_2,"(13, 11)",BinaryTree,Horizontal,Q-Student,0.16,0.59,7,10,13
13x11_BT_2,"(13, 11)",BinaryTree,Horizontal,Q-Explorer,0.16,0.59,7,10,68
13x11_BT_3,"(13, 11)",BinaryTree,Horizontal,Q-Determinative,0.24,0.61,8,12,25
13x11_BT_3,"(13, 11)",BinaryTree,Horizontal,Q-Student,0.24,0.61,8,12,16
13x11_BT_3,"(13, 11)",BinaryTree,Horizontal,Q-Explorer,0.24,0.61,8,12,65
13x11_DFS_1,"(13, 11)",DFS,Horizontal,Q-Determinative,0.2,0.59,4,42,197
13x11_DFS_1,"(13, 11)",DFS,Horizontal,Q-Student,0.2,0.59,4,42,78
13x11_DFS_1,"(13, 11)",DFS,Horizontal,Q-Explorer,0.2,0.59,4,42,310
13x11_DFS_2,"(13, 11)",DFS,Horizontal,Q-Determinative,0.2,0.59,5,6,10
13x11_DFS_2,"(13, 11)",DFS,Horizontal,Q-Student,0.2,0.59,5,6,7
13x11_DFS_2,"(13, 11)",DFS,Horizontal,Q-Explorer,0.2,0.59,5,6,20
13x11_DFS_3,"(13, 11)",DFS,Horizontal,Q-Determinative,0.12,0.59,5,36,158
13x11_DFS_3,"(13, 11)",DFS,Horizontal,Q-Student,0.12,0.59,5,36,68
13x11_DFS_3,"(13, 11)",DFS,Horizontal,Q-Explorer,0.12,0.59,5,36,247
13x13_AB_1,"(13, 13)",AldousBroder,Square,Q-Determinative,0.12,0.58,10,36,168
13x13_AB_1,"(13, 13)",AldousBroder,Square,Q-Student,0.12,0.58,10,36,70
13x13_AB_1,"(13, 13)",AldousBroder,Square,Q-Explorer,0.12,0.58,10,36,231
13x13_AB_2,"(13, 13)",AldousBroder,Square,Q-Determinative,0.12,0.58,10,18,54
13x13_AB_2,"(13, 13)",AldousBroder,Square,Q-Student,0.12,0.58,10,18,23
13x13_AB_2,"(13, 13)",AldousBroder,Square,Q-Explorer,0.12,0.58,10,18,115
13x13_AB_3,"(13, 13)",AldousBroder,Square,Q-Determinative,0.12,0.58,12,12,26
13x13_AB_3,"(13, 13)",AldousBroder,Square,Q-Student,0.12,0.58,12,12,15
13x13_AB_3,"(13, 13)",AldousBroder,Square,Q-Explorer,0.12,0.58,12,12,80
13x13_BT_1,"(13, 13)",BinaryTree,Square,Q-Determinative,0.12,0.6,13,8,16
13x13_BT_1,"(13, 13)",BinaryTree,Square,Q-Student,0.12,0.6,13,8,8
13x13_BT_1,"(13, 13)",BinaryTree,Square,Q-Explorer,0.12,0.6,13,8,35
13x13_BT_2,"(13, 13)",BinaryTree,Square,Q-Determinative,0.12,0.57,12,14,34
13x13_BT_2,"(13, 13)",BinaryTree,Square,Q-Student,0.12,0.57,12,14,21
13x13_BT_2,"(13, 13)",BinaryTree,Square,Q-Explorer,0.12,0.57,12,14,83
13x13_BT_3,"(13, 13)",BinaryTree,Square,Q-Determinative,0.12,0.59,11,10,27
13x13_BT_3,"(13, 13)",BinaryTree,Square,Q-Student,0.12,0.59,11,10,11
13x13_BT_3,"(13, 13)",BinaryTree,Square,Q-Explorer,0.12,0.59,11,10,58
13x13_DFS_1,"(13, 13)",DFS,Square,Q-Determinative,0.12,0.58,8,8,17
13x13_DFS_1,"(13, 13)",DFS,Square,Q-Student,0.12,0.58,8,8,8
13x13_DFS_1,"(13, 13)",DFS,Square,Q-Explorer,0.12,0.58,8,8,34
13x13_DFS_2,"(13, 13)",DFS,Square,Q-Determinative,0.12,0.58,4,36,134
13x13_DFS_2,"(13, 13)",DFS,Square,Q-Student,0.12,0.58,4,36,58
13x13_DFS_2,"(13, 13)",DFS,Square,Q-Explorer,0.12,0.58,4,36,252
13x13_DFS_3,"(13, 13)",DFS,Square,Q-Determinative,0.12,0.58,5,44,169
13x13_DFS_3,"(13, 13)",DFS,Square,Q-Student,0.12,0.58,5,44,113
13x13_DFS_3,"(13, 13)",DFS,Square,Q-Explorer,0.12,0.58,5,44,305
13x15_AB_1,"(13, 15)",AldousBroder,Vertical,Q-Determinative,0.11,0.57,13,16,38
13x15_AB_1,"(13, 15)",AldousBroder,Vertical,Q-Student,0.11,0.57,13,16,20
13x15_AB_1,"(13, 15)",AldousBroder,Vertical,Q-Explorer,0.11,0.57,13,16,117
13x15_AB_2,"(13, 15)",AldousBroder,Vertical,Q-Determinative,0.11,0.57,14,16,55
13x15_AB_2,"(13, 15)",AldousBroder,Vertical,Q-Student,0.11,0.57,14,16,21
13x15_AB_2,"(13, 15)",AldousBroder,Vertical,Q-Explorer,0.11,0.57,14,16,102
13x15_AB_3,"(13, 15)",AldousBroder,Vertical,Q-Determinative,0.15,0.57,12,36,166
13x15_AB_3,"(13, 15)",AldousBroder,Vertical,Q-Student,0.15,0.57,12,36,85
13x15_AB_3,"(13, 15)",AldousBroder,Vertical,Q-Explorer,0.15,0.57,12,36,263
13x15_BT_1,"(13, 15)",BinaryTree,Vertical,Q-Determinative,0.19,0.58,15,12,39
13x15_BT_1,"(13, 15)",BinaryTree,Vertical,Q-Student,0.19,0.58,15,12,13
13x15_BT_1,"(13, 15)",BinaryTree,Vertical,Q-Explorer,0.19,0.58,15,12,89
13x15_BT_2,"(13, 15)",BinaryTree,Vertical,Q-Determinative,0.19,0.58,15,12,29
13x15_BT_2,"(13, 15)",BinaryTree,Vertical,Q-Student,0.19,0.58,15,12,19
13x15_BT_2,"(13, 15)",BinaryTree,Vertical,Q-Explorer,0.19,0.58,15,12,77
13x15_BT_3,"(13, 15)",BinaryTree,Vertical,Q-Determinative,0.11,0.57,12,8,17
13x15_BT_3,"(13, 15)",BinaryTree,Vertical,Q-Student,0.11,0.57,12,8,10
13x15_BT_3,"(13, 15)",BinaryTree,Vertical,Q-Explorer,0.11,0.57,12,8,49
13x15_DFS_1,"(13, 15)",DFS,Vertical,Q-Determinative,0.15,0.57,6,22,77
13x15_DFS_1,"(13, 15)",DFS,Vertical,Q-Student,0.15,0.57,6,22,37
13x15_DFS_1,"(13, 15)",DFS,Vertical,Q-Explorer,0.15,0.57,6,22,172
13x15_DFS_2,"(13, 15)",DFS,Vertical,Q-Determinative,0.11,0.57,6,16,56
13x15_DFS_2,"(13, 15)",DFS,Vertical,Q-Student,0.11,0.57,6,16,21
13x15_DFS_2,"(13, 15)",DFS,Vertical,Q-Explorer,0.11,0.57,6,16,98
13x15_DFS_3,"(13, 15)",DFS,Vertical,Q-Determinative,0.11,0.57,5,24,111
13x15_DFS_3,"(13, 15)",DFS,Vertical,Q-Student,0.11,0.57,5,24,36
13x15_DFS_3,"(13, 15)",DFS,Vertical,Q-Explorer,0.11,0.57,5,24,193
13x17_AB_1,"(13, 17)",AldousBroder,Vertical,Q-Determinative,0.11,0.57,14,16,48
13x17_AB_1,"(13, 17)",AldousBroder,Vertical,Q-Student,0.11,0.57,14,16,21
13x17_AB_1,"(13, 17)",AldousBroder,Vertical,Q-Explorer,0.11,0.57,14,16,123
13x17_AB_2,"(13, 17)",AldousBroder,Vertical,Q-Determinative,0.11,0.57,12,8,22
13x17_AB_2,"(13, 17)",AldousBroder,Vertical,Q-Student,0.11,0.57,12,8,10
13x17_AB_2,"(13, 17)",AldousBroder,Vertical,Q-Explorer,0.11,0.57,12,8,29
13x17_AB_3,"(13, 17)",AldousBroder,Vertical,Q-Determinative,0.11,0.57,17,18,63
13x17_AB_3,"(13, 17)",AldousBroder,Vertical,Q-Student,0.11,0.57,17,18,22
13x17_AB_3,"(13, 17)",AldousBroder,Vertical,Q-Explorer,0.11,0.57,17,18,140
13x17_BT_1,"(13, 17)",BinaryTree,Vertical,Q-Determinative,0.11,0.57,16,16,37
13x17_BT_1,"(13, 17)",BinaryTree,Vertical,Q-Student,0.11,0.57,16,16,24
13x17_BT_1,"(13, 17)",BinaryTree,Vertical,Q-Explorer,0.11,0.57,16,16,106
13x17_BT_2,"(13, 17)",BinaryTree,Vertical,Q-Determinative,0.11,0.58,16,14,49
13x17_BT_2,"(13, 17)",BinaryTree,Vertical,Q-Student,0.11,0.58,16,14,17
13x17_BT_2,"(13, 17)",BinaryTree,Vertical,Q-Explorer,0.11,0.58,16,14,134
13x17_BT_3,"(13, 17)",BinaryTree,Vertical,Q-Determinative,0.11,0.59,16,16,41
13x17_BT_3,"(13, 17)",BinaryTree,Vertical,Q-Student,0.11,0.59,16,16,23
13x17_BT_3,"(13, 17)",BinaryTree,Vertical,Q-Explorer,0.11,0.59,16,16,129
13x17_DFS_1,"(13, 17)",DFS,Vertical,Q-Determinative,0.11,0.57,9,44,221
13x17_DFS_1,"(13, 17)",DFS,Vertical,Q-Student,0.11,0.57,9,44,79
13x17_DFS_1,"(13, 17)",DFS,Vertical,Q-Explorer,0.11,0.57,9,44,285
13x17_DFS_2,"(13, 17)",DFS,Vertical,Q-Determinative,0.11,0.57,5,42,186
13x17_DFS_2,"(13, 17)",DFS,Vertical,Q-Student,0.11,0.57,5,42,96
13x17_DFS_2,"(13, 17)",DFS,Vertical,Q-Explorer,0.11,0.57,5,42,307
13x17_DFS_3,"(13, 17)",DFS,Vertical,Q-Determinative,0.11,0.57,6,52,357
13x17_DFS_3,"(13, 17)",DFS,Vertical,Q-Student,0.11,0.57,6,52,147
13x17_DFS_3,"(13, 17)",DFS,Vertical,Q-Explorer,0.11,0.57,6,52,404
13x19_AB_1,"(13, 19)",AldousBroder,Vertical,Q-Determinative,0.1,0.57,13,38,180
13x19_AB_1,"(13, 19)",AldousBroder,Vertical,Q-Student,0.1,0.57,13,38,74
13x19_AB_1,"(13, 19)",AldousBroder,Vertical,Q-Explorer,0.1,0.57,13,38,259
13x19_AB_2,"(13, 19)",AldousBroder,Vertical,Q-Determinative,0.18,0.57,16,28,83
13x19_AB_2,"(13, 19)",AldousBroder,Vertical,Q-Student,0.18,0.57,16,28,44
13x19_AB_2,"(13, 19)",AldousBroder,Vertical,Q-Explorer,0.18,0.57,16,28,213
13x19_AB_3,"(13, 19)",AldousBroder,Vertical,Q-Determinative,0.1,0.57,14,24,95
13x19_AB_3,"(13, 19)",AldousBroder,Vertical,Q-Student,0.1,0.57,14,24,36
13x19_AB_3,"(13, 19)",AldousBroder,Vertical,Q-Explorer,0.1,0.57,14,24,214
13x19_BT_1,"(13, 19)",BinaryTree,Vertical,Q-Determinative,0.1,0.58,17,22,76
13x19_BT_1,"(13, 19)",BinaryTree,Vertical,Q-Student,0.1,0.58,17,22,32
13x19_BT_1,"(13, 19)",BinaryTree,Vertical,Q-Explorer,0.1,0.58,17,22,181
13x19_BT_2,"(13, 19)",BinaryTree,Vertical,Q-Determinative,0.14,0.58,17,10,24
13x19_BT_2,"(13, 19)",BinaryTree,Vertical,Q-Student,0.14,0.58,17,10,13
13x19_BT_2,"(13, 19)",BinaryTree,Vertical,Q-Explorer,0.14,0.58,17,10,70
13x19_BT_3,"(13, 19)",BinaryTree,Vertical,Q-Determinative,0.1,0.56,13,18,72
13x19_BT_3,"(13, 19)",BinaryTree,Vertical,Q-Student,0.1,0.56,13,18,28
13x19_BT_3,"(13, 19)",BinaryTree,Vertical,Q-Explorer,0.1,0.56,13,18,134
13x19_DFS_1,"(13, 19)",DFS,Vertical,Q-Determinative,0.1,0.57,6,40,164
13x19_DFS_1,"(13, 19)",DFS,Vertical,Q-Student,0.1,0.57,6,40,76
13x19_DFS_1,"(13, 19)",DFS,Vertical,Q-Explorer,0.1,0.57,6,40,273
13x19_DFS_2,"(13, 19)",DFS,Vertical,Q-Determinative,0.14,0.57,7,46,200
13x19_DFS_2,"(13, 19)",DFS,Vertical,Q-Student,0.14,0.57,7,46,118
13x19_DFS_2,"(13, 19)",DFS,Vertical,Q-Explorer,0.14,0.57,7,46,320
13x19_DFS_3,"(13, 19)",DFS,Vertical,Q-Determinative,0.1,0.57,6,60,288
13x19_DFS_3,"(13, 19)",DFS,Vertical,Q-Student,0.1,0.57,6,60,156
13x19_DFS_3,"(13, 19)",DFS,Vertical,Q-Explorer,0.1,0.57,6,60,437
13x21_AB_1,"(13, 21)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,17,40,214
13x21_AB_1,"(13, 21)",AldousBroder,Vertical,Q-Student,0.1,0.56,17,40,70
13x21_AB_1,"(13, 21)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,17,40,302
13x21_AB_2,"(13, 21)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,19,44,182
13x21_AB_2,"(13, 21)",AldousBroder,Vertical,Q-Student,0.1,0.56,19,44,90
13x21_AB_2,"(13, 21)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,19,44,287
13x21_AB_3,"(13, 21)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,19,12,38
13x21_AB_3,"(13, 21)",AldousBroder,Vertical,Q-Student,0.1,0.56,19,12,14
13x21_AB_3,"(13, 21)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,19,12,76
13x21_BT_1,"(13, 21)",BinaryTree,Vertical,Q-Determinative,0.1,0.56,21,20,81
13x21_BT_1,"(13, 21)",BinaryTree,Vertical,Q-Student,0.1,0.56,21,20,28
13x21_BT_1,"(13, 21)",BinaryTree,Vertical,Q-Explorer,0.1,0.56,21,20,144
13x21_BT_2,"(13, 21)",BinaryTree,Vertical,Q-Determinative,0.1,0.57,17,12,37
13x21_BT_2,"(13, 21)",BinaryTree,Vertical,Q-Student,0.1,0.57,17,12,15
13x21_BT_2,"(13, 21)",BinaryTree,Vertical,Q-Explorer,0.1,0.57,17,12,73
13x21_BT_3,"(13, 21)",BinaryTree,Vertical,Q-Determinative,0.1,0.57,16,14,34
13x21_BT_3,"(13, 21)",BinaryTree,Vertical,Q-Student,0.1,0.57,16,14,22
13x21_BT_3,"(13, 21)",BinaryTree,Vertical,Q-Explorer,0.1,0.57,16,14,106
13x21_DFS_1,"(13, 21)",DFS,Vertical,Q-Determinative,0.1,0.56,10,64,264
13x21_DFS_1,"(13, 21)",DFS,Vertical,Q-Student,0.1,0.56,10,64,223
13x21_DFS_1,"(13, 21)",DFS,Vertical,Q-Explorer,0.1,0.56,10,64,673
13x21_DFS_2,"(13, 21)",DFS,Vertical,Q-Determinative,0.1,0.56,8,34,138
13x21_DFS_2,"(13, 21)",DFS,Vertical,Q-Student,0.1,0.56,8,34,54
13x21_DFS_2,"(13, 21)",DFS,Vertical,Q-Explorer,0.1,0.56,8,34,252
13x21_DFS_3,"(13, 21)",DFS,Vertical,Q-Determinative,0.1,0.56,9,30,123
13x21_DFS_3,"(13, 21)",DFS,Vertical,Q-Student,0.1,0.56,9,30,43
13x21_DFS_3,"(13, 21)",DFS,Vertical,Q-Explorer,0.1,0.56,9,30,209
13x23_AB_1,"(13, 23)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,23,26,98
13x23_AB_1,"(13, 23)",AldousBroder,Vertical,Q-Student,0.1,0.56,23,26,41
13x23_AB_1,"(13, 23)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,23,26,193
13x23_AB_2,"(13, 23)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,22,38,145
13x23_AB_2,"(13, 23)",AldousBroder,Vertical,Q-Student,0.1,0.56,22,38,89
13x23_AB_2,"(13, 23)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,22,38,266
13x23_AB_3,"(13, 23)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,22,24,104
13x23_AB_3,"(13, 23)",AldousBroder,Vertical,Q-Student,0.1,0.56,22,24,39
13x23_AB_3,"(13, 23)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,22,24,180
13x23_BT_1,"(13, 23)",BinaryTree,Vertical,Q-Determinative,0.1,0.56,19,8,1827
13x23_BT_1,"(13, 23)",BinaryTree,Vertical,Q-Student,0.1,0.56,19,10,107
13x23_BT_1,"(13, 23)",BinaryTree,Vertical,Q-Explorer,0.1,0.56,19,10,60
13x23_BT_2,"(13, 23)",BinaryTree,Vertical,Q-Determinative,0.1,0.56,20,18,64
13x23_BT_2,"(13, 23)",BinaryTree,Vertical,Q-Student,0.1,0.56,20,18,23
13x23_BT_2,"(13, 23)",BinaryTree,Vertical,Q-Explorer,0.1,0.56,20,18,124
13x23_BT_3,"(13, 23)",BinaryTree,Vertical,Q-Determinative,0.1,0.57,20,18,59
13x23_BT_3,"(13, 23)",BinaryTree,Vertical,Q-Student,0.1,0.57,20,18,24
13x23_BT_3,"(13, 23)",BinaryTree,Vertical,Q-Explorer,0.1,0.57,20,18,151
13x23_DFS_1,"(13, 23)",DFS,Vertical,Q-Determinative,0.1,0.56,8,86,292
13x23_DFS_1,"(13, 23)",DFS,Vertical,Q-Student,0.1,0.56,8,86,381
13x23_DFS_1,"(13, 23)",DFS,Vertical,Q-Explorer,0.1,0.56,8,86,1223
13x23_DFS_2,"(13, 23)",DFS,Vertical,Q-Determinative,0.1,0.56,9,38,156
13x23_DFS_2,"(13, 23)",DFS,Vertical,Q-Student,0.1,0.56,9,38,80
13x23_DFS_2,"(13, 23)",DFS,Vertical,Q-Explorer,0.1,0.56,9,38,271
13x23_DFS_3,"(13, 23)",DFS,Vertical,Q-Determinative,0.1,0.56,7,92,511
13x23_DFS_3,"(13, 23)",DFS,Vertical,Q-Student,0.1,0.56,7,92,1059
13x23_DFS_3,"(13, 23)",DFS,Vertical,Q-Explorer,0.1,0.56,7,92,1468
13x25_AB_1,"(13, 25)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,23,54,297
13x25_AB_1,"(13, 25)",AldousBroder,Vertical,Q-Student,0.1,0.56,23,54,182
13x25_AB_1,"(13, 25)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,23,54,377
13x25_AB_2,"(13, 25)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,20,52,211
13x25_AB_2,"(13, 25)",AldousBroder,Vertical,Q-Student,0.1,0.56,20,52,124
13x25_AB_2,"(13, 25)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,20,52,366
13x25_AB_3,"(13, 25)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,21,32,127
13x25_AB_3,"(13, 25)",AldousBroder,Vertical,Q-Student,0.1,0.56,21,32,63
13x25_AB_3,"(13, 25)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,21,32,214
13x25_BT_1,"(13, 25)",BinaryTree,Vertical,Q-Determinative,0.1,0.57,24,34,122
13x25_BT_1,"(13, 25)",BinaryTree,Vertical,Q-Student,0.1,0.57,24,34,54
13x25_BT_1,"(13, 25)",BinaryTree,Vertical,Q-Explorer,0.1,0.57,24,34,259
13x25_BT_2,"(13, 25)",BinaryTree,Vertical,Q-Determinative,0.1,0.57,19,14,28
13x25_BT_2,"(13, 25)",BinaryTree,Vertical,Q-Student,0.1,0.57,19,14,24
13x25_BT_2,"(13, 25)",BinaryTree,Vertical,Q-Explorer,0.1,0.57,19,14,85
13x25_BT_3,"(13, 25)",BinaryTree,Vertical,Q-Determinative,0.1,0.57,24,18,73
13x25_BT_3,"(13, 25)",BinaryTree,Vertical,Q-Student,0.1,0.57,24,18,26
13x25_BT_3,"(13, 25)",BinaryTree,Vertical,Q-Explorer,0.1,0.57,24,18,108
13x25_DFS_1,"(13, 25)",DFS,Vertical,Q-Determinative,0.1,0.56,9,50,236
13x25_DFS_1,"(13, 25)",DFS,Vertical,Q-Student,0.1,0.56,9,50,107
13x25_DFS_1,"(13, 25)",DFS,Vertical,Q-Explorer,0.1,0.56,9,50,326
13x25_DFS_2,"(13, 25)",DFS,Vertical,Q-Determinative,0.1,0.56,12,20,62
13x25_DFS_2,"(13, 25)",DFS,Vertical,Q-Student,0.1,0.56,12,20,28
13x25_DFS_2,"(13, 25)",DFS,Vertical,Q-Explorer,0.1,0.56,12,20,155
13x25_DFS_3,"(13, 25)",DFS,Vertical,Q-Determinative,0.1,0.56,5,52,213
13x25_DFS_3,"(13, 25)",DFS,Vertical,Q-Student,0.1,0.56,5,52,94
13x25_DFS_3,"(13, 25)",DFS,Vertical,Q-Explorer,0.1,0.56,5,52,379
13x27_AB_1,"(13, 27)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,22,34,156
13x27_AB_1,"(13, 27)",AldousBroder,Vertical,Q-Student,0.1,0.56,22,34,84
13x27_AB_1,"(13, 27)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,22,34,239
13x27_AB_2,"(13, 27)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,24,40,180
13x27_AB_2,"(13, 27)",AldousBroder,Vertical,Q-Student,0.1,0.56,24,40,78
13x27_AB_2,"(13, 27)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,24,40,306
13x27_AB_3,"(13, 27)",AldousBroder,Vertical,Q-Determinative,0.1,0.56,22,22,82
13x27_AB_3,"(13, 27)",AldousBroder,Vertical,Q-Student,0.1,0.56,22,22,33
13x27_AB_3,"(13, 27)",AldousBroder,Vertical,Q-Explorer,0.1,0.56,22,22,158
13x27_BT_1,"(13, 27)",BinaryTree,Vertical,Q-Determinative,0.1,0.57,24,20,158
13x27_BT_1,"(13, 27)",BinaryTree,Vertical,Q-Student,0.1,0.57,24,20,187
13x27_BT_1,"(13, 27)",BinaryTree,Vertical,Q-Explorer,0.1,0.57,24,20,234
13x27_BT_2,"(13, 27)",BinaryTree,Vertical,Q-Determinative,0.1,0.56,27,18,62
13x27_BT_2,"(13, 27)",BinaryTree,Vertical,Q-Student,0.1,0.56,27,18,27
13x27_BT_2,"(13, 27)",BinaryTree,Vertical,Q-Explorer,0.1,0.56,27,18,121
13x27_BT_3,"(13, 27)",BinaryTree,Vertical,Q-Determinative,0.1,0.56,26,22,62
13x27_BT_3,"(13, 27)",BinaryTree,Vertical,Q-Student,0.1,0.56,26,22,29
13x27_BT_3,"(13, 27)",BinaryTree,Vertical,Q-Explorer,0.1,0.56,26,22,185
13x27_DFS_1,"(13, 27)",DFS,Vertical,Q-Determinative,0.13,0.56,9,52,297
13x27_DFS_1,"(13, 27)",DFS,Vertical,Q-Student,0.13,0.56,9,52,120
13x27_DFS_1,"(13, 27)",DFS,Vertical,Q-Explorer,0.13,0.56,9,52,420
13x27_DFS_2,"(13, 27)",DFS,Vertical,Q-Determinative,0.1,0.56,13,66,267
13x27_DFS_2,"(13, 27)",DFS,Vertical,Q-Student,0.1,0.56,13,66,289
13x27_DFS_2,"(13, 27)",DFS,Vertical,Q-Explorer,0.1,0.56,13,66,617
13x27_DFS_3,"(13, 27)",DFS,Vertical,Q-Determinative,0.1,0.56,11,44,173
13x27_DFS_3,"(13, 27)",DFS,Vertical,Q-Student,0.1,0.56,11,44,113
13x27_DFS_3,"(13, 27)",DFS,Vertical,Q-Explorer,0.1,0.56,11,44,322
13x29_AB_1,"(13, 29)",AldousBroder,Vertical,Q-Determinative,0.09,0.56,21,46,197
13x29_AB_1,"(13, 29)",AldousBroder,Vertical,Q-Student,0.09,0.56,21,46,94
13x29_AB_1,"(13, 29)",AldousBroder,Vertical,Q-Explorer,0.09,0.56,21,46,355
13x29_AB_2,"(13, 29)",AldousBroder,Vertical,Q-Determinative,0.09,0.56,26,42,182
13x29_AB_2,"(13, 29)",AldousBroder,Vertical,Q-Student,0.09,0.56,26,42,92
13x29_AB_2,"(13, 29)",AldousBroder,Vertical,Q-Explorer,0.09,0.56,26,42,287
13x29_AB_3,"(13, 29)",AldousBroder,Vertical,Q-Determinative,0.09,0.56,26,36,144
13x29_AB_3,"(13, 29)",AldousBroder,Vertical,Q-Student,0.09,0.56,26,36,80
13x29_AB_3,"(13, 29)",AldousBroder,Vertical,Q-Explorer,0.09,0.56,26,36,269
13x29_BT_1,"(13, 29)",BinaryTree,Vertical,Q-Determinative,0.09,0.57,26,22,86
13x29_BT_1,"(13, 29)",BinaryTree,Vertical,Q-Student,0.09,0.57,26,22,30
13x29_BT_1,"(13, 29)",BinaryTree,Vertical,Q-Explorer,0.09,0.57,26,22,156
13x29_BT_2,"(13, 29)",BinaryTree,Vertical,Q-Determinative,0.09,0.56,20,16,105
13x29_BT_2,"(13, 29)",BinaryTree,Vertical,Q-Student,0.09,0.56,20,16,171
13x29_BT_2,"(13, 29)",BinaryTree,Vertical,Q-Explorer,0.09,0.56,20,16,178
